tweets	sentiment	topics
"RT @danielkotzin: In my family we do not discriminate based on race, religion, gender or vaccination status.

At my house tomorrow there wi…"		
"RT @Diditaihuttu: Another reason why I like #Mexico 

Mexico will NEVER make #vaccination mandatory. 

Vax passports can not be enforced in…"		
"RT @redouad: We've updated our end-of-year projections for global vaccination targets.

We now project that 73 countries (44 of them in Afr…"		
@hourglass_badd Thank you Miss Johnson *in their voice* 😂😘😘😘		
RT @ENHertsCCG: Live in or around Ware or Hertford and need a COVID jab? Walk-in family session this Saturday (27 Nov) at Ware Priory, 10.3…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
RT @business: Moderna's Covid-19 vaccine edges the version from Pfizer and BioNTech in effectiveness in a large-scale study of five differe…		
@Alclarke19A @baseballcrank really odd how hugh johnson, head of 'right wing' fdr's national recovery administratio… https://t.co/kzj3Xc9VRe		
Some amusing bon mots @tortoise Kite festival on Johnson’s leadership (or lack thereof). Great chairing by… https://t.co/4DVYHpJvtz		
RT @City_Press: Parents unhappy about teens getting Covid-19 vaccination without their consent https://t.co/8ffnVB42ux. https://t.co/2fAcf3…		
RT @Michlane13: @Brandi_Tyme @TonyGol22969618 @NHBullmoose I’m not vaxxed, I don’t mask or sanitize. My entire family and I had covid.. it…		
"RT @prof_freedom: 🇩🇪 Munich - the city with the most restrictions 
throughout Europe (following tHe SCIeNcE)
vs.
🇸🇪 Stockholm - the city wi…"		
RT @joaquinlife: People underappreciate the amount of vaccine hesitancy and fatigue that will grow in the face of emerging variants that in…		
RT @BernieSpofforth: FRANCE - The vaccinated will be considered unvaccinated and the Vaccine Passport will no longer be active without a bo…		
"RT @JamesMelville: Austria 🇦🇹
Compulsory vaccination

Germany 🇩🇪
Likelihood of compulsory vaccination 

Italy 🇮🇹
No jab, no job

England…"		
RT @JackPosobiec: NYC Thanksgiving Day parade kicks off with NO COVID rules: 6,500 performers and inflatables are watched by spectators who…		
RT @MaxBlumenthal: Even Reuters is shocked that the FDA is fighting to conceal the data it relied on to license Pfizer’s COVID-19 vaccine u…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
RT @darrenmark69: If you're seriously that scared of a 99.9% survivable virus, after being double or triple jabbed, that you still want tho…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"""Mr. Johnson, you tweeted ""omggg oomfie and i just stole a car"" is that correct?""
""Your Honor, like yeahhh but it was oomfie's idea"""		
@TroyFordJr2 @Mike_Scherer38 @Dowell_Loggains @CoachSamPittman @RazorbackFB @xixnyne @TrainerOfSpeed… https://t.co/6aca4gkKsD		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
RT @anandMenon1: ‘Johnson’s “skinny” Brexit deal, not least its lack of an agreement to return people to EU states, has left him more depen…		
RT @zerohedge: Media Tells Americans To Perform COVID Tests, Check Vaccine Status Of Thanksgiving Dinner Guests https://t.co/sSdxEIdZuP		
"ADD YOUR NAME: https://t.co/0dbHzUXeX7

PM Johnson has said he's not in favour of more coal. Yet, plans for a new c… https://t.co/8I115sx8k8"		
RT @nailatrahman: @DrEricDing @MoshabelaMosa @PeacockFlu 2 new more infectious vax evading variants B.1.1.529 &amp; C.1.2 emerge in S. Africa😥…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"You are more likely to get covid right after vax. But its counted as unvaxed, boosting vax efficacy rates.

This al… https://t.co/PT55FCdrgA"		
This is worrying. Fingers crossed this is not the escape variant I was afraid of. Really tired of covid. Pfizer sho… https://t.co/eiScDBe9mb		
@SkyNews @BBCNews @Channel4News @itvnews Deluded to think the French will do us any favours, esp after leaving the… https://t.co/N9iYRnwkyT		
"RT @HSHQ: LOVE ON TOUR. SHOP MERCH EARLY.
Saturday, 11/27, at UBS Arena.
Masks are required while shopping.

All guests age 12 and older wi…"		
@tskould @tradeitupordown @BNODesk How couldn't it be? When your body fights covid its fighting the entire virus, t… https://t.co/x7A2v7Tz6P		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
RT @renoomokri: When Trump had #COVID19, he went to a public hospital. When Boris Johnson had it, he went to a public hospital. But when Bu…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
RT @ITGuy1959: 1- “The Research Institute of Leumit Health Services in Israel found that immunity from the vaccine gradually begins to wane…		
RT @BremainInSpain: EU's COVID travel pass will expire nine months after last vaccine dose - A booster shot will be required to extend the…		
"RT @FreedomPodcast1: 90% of the #COVID19 deaths  in #Scotland last week were #Vaccinated 

95 were 2 or 3 dose vaccinated 💉💉💉 (86.4%)
   4…"		
RT @Kenyans: Nairobi Senator Johnson Sakaja has revealed how the Deputy President William Ruto had a hard time convincing his supporters to…		
"RT @RWMaloneMD: Censored and Deleted by YouTube. 
Peter Doshi testimony. U.S. Senator Ron Johnson Holds Panel in DC on COVID-19 Vaccine Man…"		
"RT @stuglow: Johnson relies on unthinking complicity to lies and meaningless slogans
Plenty of the brainless masses go along with this sham"		
RT @rogertansey: “Republicans have fought mask requirements and vaccine mandates for months, but as coronavirus infections again rise, they…		
RT @BernieSpofforth: FRANCE - The vaccinated will be considered unvaccinated and the Vaccine Passport will no longer be active without a bo…		
The departing Bagehot columnist offers, what he calls 3 modest proposals but which are actually radical &amp; certainly… https://t.co/vU6Fr4bXNF		
RT @RVAwonk: Well this is alarming: The QAnon lady who calls herself the Queen of Canada has issued a directive to her followers to “shoot…		
RT @bmz9453: “If you were wondering why Ivermectin was suppressed, it is because the agreement that countries had with Pfizer does not allo…		
RT @Mandoline_Blue: Johnson &amp; Patel are using the poor refugees who lost their lives to frighten Tory voters, to distract from their own in…		
RT @RobertKennedyJr: Yep! @SharylAttkisson: COVID vaccine mandates have triggered a “debate over freedom, science and government control,”…		
RT @BernieSpofforth: FRANCE - The vaccinated will be considered unvaccinated and the Vaccine Passport will no longer be active without a bo…		
RT @SforSugarNL: If you didn't hear about it already, Sqn Ldr George 'Johnny' Johnson MBE DFM, the last living Dambuster crew member, is ce…		
"RT @JamesMelville: Austria 🇦🇹
Compulsory vaccination

Germany 🇩🇪
Likelihood of compulsory vaccination 

Italy 🇮🇹
No jab, no job

England…"		
"RT @allthecitizens: NEW:🚨@Femi_Sorry fact-checks Boris Johnson’s social care reform plans.

Quiz time! How many minutes into this week’s PM…"		
RT @BernieSpofforth: FRANCE - The vaccinated will be considered unvaccinated and the Vaccine Passport will no longer be active without a bo…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"RT @JamesMelville: Austria 🇦🇹
Compulsory vaccination

Germany 🇩🇪
Likelihood of compulsory vaccination 

Italy 🇮🇹
No jab, no job

England…"		
"RT @dipali_adv: Covid-19 Vaccine For Kids? Five Reasons Why Experts Think It's A Bad Idea.

Thank you Dr. Sanjay K. Rai, Dr. Amitav Banerje…"		
"RT @PoliticsJOE_UK: ""If aliens landed in Westminster, asked to meet our leader, and found this dribbling wreck, they would immediately ask…"		
RT @nick_the_geek78: Not only they've made a bad and inefficient vaccine that needs topping up every few months to renew its short and weak…		
@bbclaurak @BBCOne Johnson. Not Boris. We never called previous PMs Theresa, David, Gordon etc. So not this one either.		
RT @WolfgangMueckst: To keep up this positive trend and to prepare for a vaccine mandate, Austria 🇦🇹 has secured an additional contingent o…		
"RT @carolvorders: I'm going to print out all your messages to Johnny Johnson for his 100th birthday and take them to him later today.
So pl…"		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
@borisjpmq @SkyNews Their immune system fights it off like it has done for the last two years. Trying to fix someth… https://t.co/dWWSNDiyay		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"@CazooUK  
someone PLEASE dump Joe Johnson from the commentating team at uk championship snooker…He is absolutely u… https://t.co/yFhnLHnR6U"		
@pacificroaming Monday https://t.co/YOcdn0ead5		
RT @Christo49959098: How many people alive right now have saved their own life by not taking this vaccine... I wonder? #VaccineSideEffects…		
RT @GarethWild: For every 10 likes I will photoshop a larger nose onto Boris Johnson. https://t.co/vSmvn9DJ6o		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
RT @morembula: I am no COVID denalist, but it is quite frustrating that during election season numbers where incredibly low, I remember one…		
"RT @CaldronPool: ""Vaccination error"" 

TGA's adverse events reports reveal COVID vaccinations were administered to several children under 1…"		
"Ok, Impfpflicht. 

""but they do not protect against ""long COVID"" in people who become infected despite vaccination""… https://t.co/0JFomxLTaL"		
RT @RT_com: Departing Pfizer staffer ‘had access to highly confidential information related to numerous vaccines and medications, including…		
RT @conspiracyb0t: Can you grow COVID-19 vaccine-lettuce? UC Riverside scientists think so: https://t.co/iBv4l6H3ne		
"RT @PeterStefanovi2: How much bull**** can one MP squeeze into 11 seconds?

Boris Johnson provides the answer 

https://t.co/QdFVYCNylW"		
"RT @DHPSP: Do you support mandatory vaccination against COVID-19?

Poll 2 of 2
#MandatoryVaccination #COVID19vaccines #DHPSP
Retweets and c…"		
Really important message.  👇👇👇So sad that people are becoming ill with COVID when vaccination would have prevented… https://t.co/LicrFdAWoA		
I'm against mandatory vaccinations. I predict (I said it before) that a new #variant (turns out it's covid variants… https://t.co/bKLyelfLwl		
RT @BigBearF1: A very happy 100th birthday to the legend and last Dambuster, Mr Johnny Johnson MBE. Happy birthday sir. #TheLastDambuster.…		
Special 8 yo in my life booked tomorrow for his COVID vax shot💉 to help protect him, his family + friends.  Happy d… https://t.co/IPKT21dJ9G		
RT @jpeters_jim: Would you ever see Larry Bird or Magic Johnson asking for a fan to be ejected?  LeBron is such a baby, pathetic. That’s wh…		
"RT @JamesMelville: Austria 🇦🇹
Compulsory vaccination

Germany 🇩🇪
Likelihood of compulsory vaccination 

Italy 🇮🇹
No jab, no job

England…"		
RT @OborneTweets: Today I am starting to publish a detailed, annotated record of the lies, falsehoods and misleading statements made by Bor…		
RT @BigBearF1: A very happy 100th birthday to the legend and last Dambuster, Mr Johnny Johnson MBE. Happy birthday sir. #TheLastDambuster.…		
RT @loukaywoo: “They found that, 90 days after receiving the second dose, the risk of contracting the virus more than doubles and only keep…		
"RT @PhilMyers53: The Tories now see that although Johnson can win elections, he simply can’t govern |  Martin Kettle

File this under 

No…"		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"RT @HSHQ: LOVE ON TOUR. SHOP MERCH EARLY.
Saturday, 11/27, at UBS Arena.
Masks are required while shopping.

All guests age 12 and older wi…"		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"RT @EgyIndependent: #AMAY | Four million citizens eligible to coronavirus vaccine third dose in December

https://t.co/uEUBfxVI0n https://t…"		
RT @BBCPropagandist: People say we shouldn't turn away foreigners who want to build a new life in our country, but I think we can all agree…		
@Russell__M @TheRenc95116900 @thornleywill99 @SkySportsNews Well ask the 144k plus people that died from covid. I’m… https://t.co/WHBRE8K49a		
RT @RonFilipkowski: Unvaccinated former GOP Vice Chair of the Wayne Co (MI) Bd of Supervisors William Hartman is on a ventilator this Thank…		
"RT @JamesMelville: Austria 🇦🇹
Compulsory vaccination

Germany 🇩🇪
Likelihood of compulsory vaccination 

Italy 🇮🇹
No jab, no job

England…"		
RT @BernieSpofforth: FRANCE - The vaccinated will be considered unvaccinated and the Vaccine Passport will no longer be active without a bo…		
RT @nicholasdeorio: 1 hour to Thanksgiving and they are currently debating the efficacy of the vaccine. One member of my extended family is…		
RT @svaradarajan: In Letter from Tihar, Christian Michel Asks UK PM to Sanction Modi for UAE Princess's Abduction https://t.co/zLxRd3FrYQ v…		
@KtbDevon @catvaxlax @ClareCraigPath I hate this pandemic, I don't like masks, and I would prefer not to have to ha… https://t.co/opmUADS8ck		
Gravitas: 31 people drown in English Channel | Macron &amp; Boris Johnson trade blame. - https://t.co/jOWmZ2ATnv https://t.co/6IO1Z7NzZt		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"@PhilipHewlett Agree. I realise. Bond was in response specifically to his ""violent men who are all criminals"" crap.… https://t.co/MYM8wR2o6L"		
RT @F__CKTHETORIES: Your right - they are deliberately acting like it’s over. Johnson being maskless. Most of the cabinet maskless.  It sen…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"@breadbin68 @LozzaFox Listen Mark my response was directly to sajid saying the vaccine is ""safe"" for pregnant women… https://t.co/hzyP4RBKl9"		
RT @OborneTweets: This website documents how Johnson and his ministers have  persistently deceived the British people about the great issue…		
@KeillerDon @thinks_about_it @shicks_sam @TheDisproof @jimdtweet @Climatehope2 @Narvuntien @RoyPentland… https://t.co/7rOnCFWkCB		
"RT @JamesMelville: Austria 🇦🇹
Compulsory vaccination

Germany 🇩🇪
Likelihood of compulsory vaccination 

Italy 🇮🇹
No jab, no job

England…"		
"RT @PeterStefanovi2: Boris Johnson just went for a record at #PMQs for how much bull**** he could fit in 11 seconds

Watch in disbelief htt…"		
RT @PrfChrisPainter: So many Cabinet ministers, put politely, are not the sharpest buttons on the planet: Coffey, Dorries, Eustice, Frost,…		
RT @benjaminwolk: I mean this in the most complimentary way imaginable: KD Johnson is a psychopath.		
@vp20191 @ColinCustard Biggest red flag is that all this spin doctoring your lobby do is in defence of a vaccine fo… https://t.co/KDeJIAUSzT		
"RT @HSHQ: LOVE ON TOUR. SHOP MERCH EARLY.
Saturday, 11/27, at UBS Arena.
Masks are required while shopping.

All guests age 12 and older wi…"		
RT @Martyupnorth_: Get ready for the new Botswana variant of COVID. With a new and improved 32 'horrific' mutations,   this one is totally…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"RT @WorldAndScience: Mind-blowing! 

A zoom out of the sharpest view of the Andromeda Galaxy ever, showing more than 100 million stars!

(C…"		
RT @PaulCogan: FUN FACT: If it were up to Ex-DA Jackie Johnson (indicted for misconduct) and DA George Barnhill, the #AhmaudArbery case wou…		
RT @CityNewsKIT: STORY: Revamped Cambridge COVID-19 vaccine clinic ready to deliver doses to kids https://t.co/9GBqK4o0sm https://t.co/iQuU…		
"RT @JamesMelville: Austria 🇦🇹
Compulsory vaccination

Germany 🇩🇪
Likelihood of compulsory vaccination 

Italy 🇮🇹
No jab, no job

England…"		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
RT @prospect_uk: I detest Boris Johnson's politics on Brexit, says @Andrew_Adonis, but it is foolish to ignore his leadership skills https:…		
"RT @UKActionteam: So the government are again ignoring a dangerous African variant just like before. 
Johnson will be out waving his flag i…"		
RT @SforSugarNL: If you didn't hear about it already, Sqn Ldr George 'Johnny' Johnson MBE DFM, the last living Dambuster crew member, is ce…		
@con1601 @BorisJohnson @sajidjavid @BlokeOnWheels @mmaher70 @MettlesomeTeri @mojos55 @spaceangel1964 @KevinPascoe… https://t.co/sujqsA3Asi		
"RT @kylenabecker: Let's 'inject' some sanity into the vaccine conversation.

Medical 'experts' who are constantly wrong now admit 'fully va…"		
Tell your kids: why are you a superhero when you get vaccinated against #COVID19? Because heroes protect their city… https://t.co/xvqjf1Hhxz		
#avct #ncyt #abdx #sng #odx get hooked on drugs (vaccine) to travel… using one of the most popular recreations to g… https://t.co/jBpUk7iVcO		
RT @ArgyleLoz: To coin a phrase 'there's a special place in hell reserved for the pile of sewer who have been celebrating the tragic deaths…		
RT @UnityNewsNet: BREAKING NEWS: Portugal, a country with one of the highest rates of Covid19 jabs given, declares state of emergency and i…		
@BigWheatz31 @stuartalker Peeps telling other peeps how they should react and behave in these circs is very 2021.We… https://t.co/0QXjtFWDFj		
@tskould @tradeitupordown @BNODesk If it means we don't have to declare a state of calamity and announce new restri… https://t.co/85wOceBh4t		
"Parents of 5 to 11 year olds! You can book #COVID19 vaccine appts via @ongov booking system for these clinics:

✅Me… https://t.co/oaifsosRVS"		
@maksisanctum @MikaelaJ_07 @drpoppyBHRT The time frame is 6 months for your third dose. Much MUCH higher risk of ho… https://t.co/CqDB0MITA8		
"RT @MrSinha_: -Europe is again going towards a complete lockdown, USA-China are also struggling with Covid

-India just crossed 120 crore v…"		
"RT @gator_gum: So, 1 vaccine death in Ontario, 10k Covid deaths...

Yet, the antis all know people who have died from the vax, and not one…"		
RT @Telegraph: 🦠 The European Union is to recommend a nine-month expiry date on Covid vaccine passports for those looking to travel into th…		
RT @BernieSpofforth: FRANCE - The vaccinated will be considered unvaccinated and the Vaccine Passport will no longer be active without a bo…		
"#Eagles Thur Practice Report:

DNP: Jordan Howard (knee).

LIMITED: Shaun Bradley (neck), Tay Gowan (quadricep), Da… https://t.co/P4ePYEeDMz"		
Slovakia 🇸🇰 went into a 2 week lockdown on Thursday, as the country with one of the EU's lowest vaccination rates r… https://t.co/9Acp6y4mvy		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
RT @DirigoBlue: @JustNurseSarah Odds are more likely to contract myocarditis from Covid than from vaccine Do you not know this?		
RT @TrueNorthCentre: A job board website has been created to assist Canadians with finding jobs that do not require them to disclose their…		
RT @RonFilipkowski: Unvaccinated former GOP Vice Chair of the Wayne Co (MI) Bd of Supervisors William Hartman is on a ventilator this Thank…		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
Give me 5 K.D Johnson’s and I will go to war with any team! That kid makes winning plays and is TOUGH!		
"Is your child nervous about getting their vaccine? CBC Kids has some handy tips for helping it go smoothly. 
https://t.co/U6qyqXsq6O"		
RT @RobertKennedyJr: Yep! 14 members of CDC’s vaccine advisory committee who voted to jab your young children have big ties to Big Pharma.…		
"***Vaccine Resistant Variant***

Lack of PCT throughout major countries.

Looks like #NCYT about to pick up some la… https://t.co/FWZMe24Hym"		
"RT @pmdfoster: 🚨🚨My latest Britain after #Brexit briefing...""come the next general election Johnson (or whomever) will need voters to feel…"		
RT @MTLegalAF: Former Georgia district attorney Jackie Johnson booked on charges of obstruction for failing to indict murderers of A Arbery…		
"RT @JamesMelville: Austria 🇦🇹
Compulsory vaccination

Germany 🇩🇪
Likelihood of compulsory vaccination 

Italy 🇮🇹
No jab, no job

England…"		
@BazzaMurph72 @William54521110 @douglaspark92 Reuters isn’t reliable. Anyway, it should still be question, whether… https://t.co/HcrjzpDAZQ		
"RT @pmdfoster: 🚨🚨My latest Britain after #Brexit briefing...""come the next general election Johnson (or whomever) will need voters to feel…"		
@RebelNewsOnline What exactly is the risk of covid? Assuming i believe govt data, for me is 2.7 in 10,000 males, te… https://t.co/Ot5t5KXCkB		
RT @cassiebycassied: @RichelleCarey And that DA now has been charged with obstruction. https://t.co/VFau3sWRjH		
@JackPosobiec Like Covid-19 is no longer a pandemic 😂. No floating Air Mask Balloons, coffins nor Vaccine syringe Balloon.  WTH 🤷🏽‍♂️ NY		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
"RT @BenjaminMMeier: Will the #WHA reform #GlobalHealthLaw?
Launched in January 2020, our quarterly @JLME_ASLME column has examined:
1. Law…"		
"RT @SimonTSN690: DRIVE SHOW line up

405 @DaveAMcCarthy #Pucks
435 @mike_p_johnson #HabsPucks
505 @NHL_AaronWard #MorePucksMoreHabsPucks
53…"		
RT @BBCPropagandist: BREAKING: The 1922 Committee is meeting with Boris Johnson to discuss him stepping down to make way for a moderate. Th…		
"RT @mansukhmandviya: 120 करोड़ वैक्सीन डोज!

With over 120 crore #COVID19 vaccine doses administered so far, PM @NarendraModi Ji's #HarGhar…"		
RT @SamIAm2021MD: I am blown away by this COVID vaccine video, one of the coolest things I have seen in a long time https://t.co/yREIETqtWh		
It only took 25 minutes for 5,000 kids to get signed up for their first dose of the COVID-19 vaccine, according to… https://t.co/XbcsGRQOBX		
RT @TheAngryEpi: To my knowledge, humans have never attempted to halt an active airborne pandemic with vaccination alone, and IMO we should…		
"RT @gator_gum: So, 1 vaccine death in Ontario, 10k Covid deaths...

Yet, the antis all know people who have died from the vax, and not one…"		
"RT @GBNEWS: 'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a car…"		
@paul__johnson Gout personified		
"https://t.co/PJhCPB9Gn6
#Top10 2021 #Medicamentos + Vendidos
✔ Brazil SFE Company®

@Abbvie
@Merck
@BMS
@Regeneron… https://t.co/mCJskZDTW3"		
RT @JoyAnnReid: Georgia prosecutor booked into jail for mishandling Ahmaud Arbery case https://t.co/mwILrpCrTC		
"I hope Gus Johnson bounces back. That was definitely one of the weirder cancellations.

I still don't really unders… https://t.co/wPqOuZKLMB"		
@GlennBBC @AnasSarwar @NicolaSturgeon Is your boss Johnson asked to investigate in England at the many disasters in… https://t.co/ssWmmnlglt		
"RT @AdamBienkov: Boris Johnson denies breaking his promises on social care.

Here he is last year promising that nobody would have to sell…"		
RT @StephenKing: NY Times: Republican politicians fight vaccine mandates and flout mask regs, then blame Biden for the continued spread of…		
